search_topic,openlibrary_work_key,title,author_name,first_publish_year,publish_years,subjects,languages,edition_count,publishers,publication_places
deep learning,/works/OL42545794W,Time Series with PyTorch,Graeme Davidson; Lei Ma,2025,2025,,eng,1,"Packt Publishing, Limited",
deep learning,/works/OL42454667W,Invitation to Deep Reinforcement Learning,Bernhard Jaeger; Andreas Geiger,2025,2025,,eng,1,Now Publishers,
deep learning,/works/OL42414109W,Probability for Deep Learning Quantum,Charles R. Giardina,2025,2025,,eng,2,Elsevier Science & Technology Books; Elsevier Science & Technology,
deep learning,/works/OL42405745W,"Machine Learning, Deep Learning and AI for Cybersecurity",Mark Stamp; Martin Jure&#269;ek,2025,2025,,eng,1,Springer,
deep learning,/works/OL42406169W,Intelligent Robotic Visual Perception with Deep Learning,Qiaokang Liang; Hai Qin; Shao Xiang,2025,2025,,eng,1,Elsevier,
deep learning,/works/OL42458713W,Introduction to Deep Learning,Mauricio Alberto Ortega Ruiz,2025,2025,,eng,1,Toronto Academic Press,
deep learning,/works/OL42417216W,Deep Learning in Action,Abdussalam Elhanashi; Sergio Saponara,2025,2025,,eng,1,Elsevier,
deep learning,/works/OL42403446W,Wireless Communication Using Deep Learning Techniques for Neuromorphic VLSI Computing,Ziad El-Khatib; Sherif Moussa,2025,2025,Telecommunication; Electronic circuits; Signal processing; Microwaves,eng,1,Springer,
deep learning,/works/OL42395914W,Deep Learning Through the Prism of Tensors,Pradeep Singh; Balasubramanian Raman,2025,2025,,eng,1,Springer,
deep learning,/works/OL42395953W,"Bio-Inspired Computing : Proceedings of the 14th International Conference on Innovations in Bio-Inspired Computing and Applications  Held During December 14-15, 2023, Volume 2",Anu Bajaj; Ajith Abraham; Ryotaro Kamimura,2025,2025,,eng,1,Springer,
deep learning,/works/OL42396226W,Deep Learning for Computational Imaging,Reinhard Heckel,2025,2025,,eng,2,Oxford University Press,
deep learning,/works/OL42396519W,Deep Learning in Personalized Music Emotion Recognition,Yannik Venohr,2025,2025,,eng,1,Springer Fachmedien Wiesbaden GmbH,
deep learning,/works/OL42404257W,"Deterministic, Stochastic, and Deep Learning Methods for Computational Electromagnetics",Wei Cai,2025,2025,,eng,1,Springer,
deep learning,/works/OL42404322W,Recent Advances in Deep Learning Applications,Uche Onyekpe; Vasile Palade; M. Arif Wani,2025,2025,,eng,2,Taylor & Francis Group,
deep learning,/works/OL42439083W,Deep Learning Crash Course,Giovanni Volpe; Benjamin Midtvedt; Jesús Pineda; Henrik Klein Moberg; Harshith Bachimanchi,2025,2025,,eng,1,"No Starch Press, Incorporated",
deep learning,/works/OL42539409W,Deep Learning for Biology,Charles Ravarani; Natasha Latysheva,2025,2025,,eng,1,"O'Reilly Media, Incorporated",
deep learning,/works/OL42539960W,Elements of Deep Learning Theory Hb,Evgenii (Eugene) Golikov,2025,2025,,eng,1,World Scientific Publishing Co Pte Ltd,
deep learning,/works/OL42549398W,Deep Learning for Earth Observation and Climate Monitoring,Uzair Aslam Bhatti; Mir Muhammad Nizamani; Yong Wang; Hao Tang,2025,2025,,eng,1,Elsevier,
deep learning,/works/OL42399264W,Deep Learning for Multi-Sensor Earth Observation,Sudipan Saha,2025,2025,,eng,2,Elsevier,
deep learning,/works/OL42399478W,Deep Learning for Advanced X-Ray Detection and Imaging Applications,Krzysztof (Kris) Iniewski; Liang (Kevin) Cai,2025,2025,,eng,1,Springer,
deep learning,/works/OL42398767W,Deep Learning in Diabetes Mellitus Detection and Diagnosis,Jyotismita Chaki; Marcin Wozniak,2025,2025,Internal medicine,eng,3,Taylor & Francis Group,
deep learning,/works/OL42399070W,Deep Learning on Embedded Systems,Tariq M. Arif,2025,2025,,eng,3,"Wiley & Sons, Limited, John; Wiley & Sons, Incorporated, John",
deep learning,/works/OL42537742W,Handbook of Deep Learning Models for Healthcare Data Processing,Ajay Kumar; Deepak Dembla; Seema Tinker; Surbhi Bhatia Khan,2025,2025,,eng,1,CRC Press LLC,
deep learning,/works/OL42556438W,Deep Learning Innovations for Securing Critical Infrastructures,Rajeev Kumar; Sheng-Lung Peng; Parag Jain; Ahmed A. Elngar,2025,2025,,eng,2,IGI Global,
deep learning,/works/OL42405011W,Proceedings of the 15th International Conference on Soft Computing and Pattern Recognition : Volume 2,Kun Ma; Ajith Abraham; Anu Bajaj,2025,2025,,eng,1,Springer,
deep learning,/works/OL45018093W,The field guide to mixing social and biophysical methods in environmental research,Rebecca Lave; Stuart N. Lane; Open Book Publishers,2025,2025,Environmental sciences; Research; Methodology; Social aspects; Physical geography; Mixed methods research,eng,1,Open Book Publishers,
deep learning,/works/OL38015871W,Deep Learning for Video Understanding,Zuxuan Wu; Yu-Gang Jiang,2024,2024; 2025,,eng,2,Springer,
deep learning,/works/OL37573320W,Feature and Dimensionality Reduction for Clustering with Deep Learning,Frederic Ros; Rabia Riad,2024,2024; 2025,,eng,2,Springer,
deep learning,/works/OL39666654W,Deep Learning Applications in Medical Image Segmentation,Sajid Yousuf Bhat; Aasia Rehman; Muhammad Abulaish,2024,2024; 2025,,eng,3,"Wiley & Sons, Limited, John; Wiley & Sons, Incorporated, John",
deep learning,/works/OL42395627W,Semantics and Deep Learning,Lasha Abzianidze; Lisa Bylinina; Denis Paperno,2024,2024; 2025,,eng,4,Cambridge University Press,
deep learning,/works/OL39667846W,Diagnosis of Neurological Disorders Based on Deep Learning Techniques,Jyotismita Chaki,2023,2025; 2023,Internal medicine,eng,2,CRC Press LLC; Taylor & Francis Group,
deep learning,/works/OL28025760W,Edge Intelligence in the Making,Sen Lin; Zhi Zhou; Zhaofeng Zhang; Xu Chen; Junshan Zhang,2020,2025; 2020,,eng,5,Springer; Springer International Publishing AG; Morgan & Claypool Publishers,
neural networks,/works/OL45148512W,Can Transformative AI Shape a New Age for Our Civilization?,Jesus L Lobo; Javier Del Ser,2026,2026,Neural networks (computer science); Biochemistry; Biophysics; Genetics; Molecular biology; Computer graphics,eng,1,CRC Press LLC,
neural networks,/works/OL42537396W,Graph Convolutional Neural Networks for Computer Vision,Malini Alagarsamy; Rajesh Kumar Dhanaraj; J. Felicia Lilian; Vandana Sharma; George Ghinea,2025,2025,,eng,3,"Wiley & Sons, Limited, John; Wiley & Sons, Incorporated, John",
neural networks,/works/OL42545633W,Neural Network Methods for Dynamic Equations on Time Scales,Svetlin Georgiev,2025,2025,,eng,1,Springer,
neural networks,/works/OL42424586W,Neural Networks,George Anthony Kulz,2025,2025,,eng,3,"The Child's World, Inc",
neural networks,/works/OL42556943W,Expert Artificial Neural Network Applications for Science and Engineering,Lingala Syam Sundar; Deepanraj Balakrishnan; Antonio C.M. Sousa,2025,2025,,eng,2,IGI Global,
neural networks,/works/OL42547905W,Graph Convolutional Neural Networks for Computer V Ision,Alagarsamy,2025,2025,,eng,1,"Wiley & Sons, Limited, John",
neural networks,/works/OL42394950W,Physics of Geochemical Mechanics and Deep Neural Network Modeling with Diffusion Augmentation,Mitsuhiro Toriumi,2025,2025,,eng,1,Springer,
neural networks,/works/OL42414878W,Neural Networks with TensorFlow and Keras,Philip Hua,2025,2025,,eng,1,Apress L. P.,
neural networks,/works/OL42414879W,Neural Network Algorithms and Their Engineering Applications,Chao Huang; Hailong Huang; Yiying Zhang,2025,2025,,eng,2,Elsevier Science & Technology Books; Elsevier Science & Technology,
neural networks,/works/OL42415194W,Graph Neural Network Methods and Applications in Scene Understanding,Weibin Liu; Huaqing Hao; Hui Wang; Zhiyuan Zou; Weiwei Xing,2025,2025,,eng,1,Springer,
neural networks,/works/OL42538110W,Applied Graph Data Science,Pethuru Raj; Pushan Kumar Dutta; Peter Han Joo Chong; Houbing Herbert Song; Dmitry A. Zaitsev,2025,2025,,eng,1,Elsevier Science & Technology Books,
neural networks,/works/OL42412516W,Analysis and Design of Delayed Neural Networks,Xin Wang; Yu Xue; Yantao Wang; Xian Zhang,2025,2025,,eng,1,Springer,
neural networks,/works/OL44556557W,"Generative AI, Large Language Models, Graph Neural Networks and Knowledge Graphs Applications",Abdulhamit Subasi,2025,2025,,eng,1,Elsevier Science & Technology,
neural networks,/works/OL44553052W,Graph Neural Network for Hyperspectral Image Clustering,Yao Ding; Zhili Zhang; Haojie Hu; Renxiang Guan; Jie Feng,2025,2025,,eng,1,Springer,
neural networks,/works/OL44544053W,"Complex, Hypercomplex and Fuzzy-Valued Neural Networks",Agnieszka Niemczynowicz; Irina Perfilieva; Lluís M. Garcia Raffi; Radoslaw A Kycia,2025,2025,,eng,1,CRC Press LLC,
neural networks,/works/OL44553898W,Advances in Neural Networks - ISNN 2025,Long Jin; Lidan Wang,2025,2025,,eng,1,Springer,
neural networks,/works/OL44599346W,Proceedings of the 8th BlackboxNLP Workshop,Association for Computational Linguistics,2025,2025,Science,eng,1,Association for Computational Linguistics,
neural networks,/works/OL44584378W,Discrete Latent Structure in Neural Networks,Vlad Niculae; Caio Corro; Nikita Nangia; Tsvetomila Mihaylova; André F. T. Martins,2025,2025,,eng,1,Now Publishers,
neural networks,/works/OL44585612W,Neural Network Advancements in the Age of AI,Sarah Benziane; Fatiha Guerroudji Meddah,2025,2025,,eng,1,IGI Global Scientific Publishing,
neural networks,/works/OL44582570W,Die 114 Tells der Mardin-Ebene,Patric Stefan Guggisberg,2025,2025,,ger,1,Harrassowitz Verlag,
neural networks,/works/OL44611015W,2025 International Joint Conference on Neural Networks (IJCNN),IEEE Staff,2025,2025,,eng,1,IEEE,
neural networks,/works/OL45151310W,Applied Neural Networks in the AI Era,Sarah Benziane; Fatiha Guerroudji Meddah,2025,2025,Neural networks (computer science); Artificial intelligence; Computer networks,eng,2,IGI Global Scientific Publishing,
neural networks,/works/OL37828889W,Dynamic Modeling and Neural Network-Based Intelligent Control of Flexible Systems,Hejia Gao; Changyin Sun; Wei He,2024,2024; 2025,,eng,4,"Wiley & Sons, Incorporated, John; Wiley & Sons, Limited, John",
neural networks,/works/OL38124130W,High Energy Efficiency Neural Network Processor with Combined Digital and Computing-In-Memory Architecture,Jinshan Yue,2024,2024; 2025,,eng,2,Springer,
generative AI,/works/OL44800016W,The Generative Revolution,Dr. Raffi Mohammed; L.L.S. MANEESHA; Dr. Prasad Babu Bairysetti; Dr. Chiranjeevi Aggala,2026,2026,GENERATIVE AIENGINEERINGTECHNOLOGYAPPLIED SCIENCES,,1,THE INSTITUTE FOR INNOVATIONS IN ENGINEERING AND TECHNOLOGY,
generative AI,/works/OL45147771W,Process of Generative AI Writing,Nathan Jung,2026,2026,,eng,1,Palgrave Macmillan,
generative AI,/works/OL45156658W,AI Manifesto for Real Estate Investors,David Lindahl,2026,2026,Business; Economics,eng,1,Deal Maker Press,
generative AI,/works/OL45156603W,Hidden Weights,C. Scott Lannon,2026,2026,"Fiction, thrillers, general; Fiction, thrillers, suspense",eng,1,"ProfitLab-AI, Inc.",
generative AI,/works/OL45155417W,Soul Food and AI,Kala Allen Omeiza,2026,2026,"Fiction, thrillers, general; Fiction, mystery & detective, general",eng,1,I'm Heard,
generative AI,/works/OL45148693W,AI-Driven Security for Next Generation Networks,Azidine Guezzaz,2026,2026,,eng,1,Springer,
generative AI,/works/OL45158087W,Second Draft,Dennis W. Butler,2026,2026,"Education; Fiction, general",eng,1,Room 312 Press,
generative AI,/works/OL45098317W,"Digital Dolls, Real Dollars",Nik McFly,2026,2026,I models; model agency; AI-generated content; virtual influencers; digital business; monetization,,1,Independently published,
generative AI,/works/OL45098315W,The Complete AIO Playbook,,2026,2026,AI Optimization; AIO; generative engine optimization; Schema.org; knowledge graphs; Wikidata; LLM citation; SEO; digital marketing,,1,Independently published,
generative AI,/works/OL45034706W,"Next-Generation Network Migration and Cloud Integration with Generative AI Scalable, Secure & Intelligent Hybrid Architectures for the Digital Era",Phani Santhosh Sivaraju,2026,2026,Education; Computer software,eng,1,Geh Press,
generative AI,/works/OL44709594W,Il grande libro della fantascienza,Sebastiano Fusco,2025,2025,,ita,1,Mondadori,
generative AI,/works/OL44037251W,"make money using AI-generated videos, mass uploading, and affiliate marketing.",money flow,2025,2025,,,1,getrichflow,
generative AI,/works/OL43700751W,Free Document Maker – AI Doc Generator Guide,Saddam Hosen,2025,2025,,eng,1,Free Document Maker,
generative AI,/works/OL44547552W,Silent Economy,Sandra Maria Correia Loureiro; João Guerreiro,2025,2025,,eng,1,CRC Press LLC,
generative AI,/works/OL44598300W,"Introduction to Generative AI, Second Edition",Numa Dhamani,2025,2025,,eng,1,Manning Publications Co. LLC,
generative AI,/works/OL44599238W,Fly on the Wall,Thomas Stenklyft,2025,2025,"Fiction, science fiction, general; Religion",eng,1,T&C Cellars Press,
generative AI,/works/OL44592140W,Reimagining Curriculum and Assessment in the Age of Generative AI,Aras Bozkurt,2025,2025,,eng,5,IGI Global Scientific Publishing,
generative AI,/works/OL44563936W,Generative AI for Cybersecurity,Diep N. Nguyen; Ly Vu; Quang Uy Nguyen; Dinh Thai Hoang,2025,2025,Mathematics,eng,1,CRC Press LLC,
generative AI,/works/OL44584318W,Generative AI in Food Systems,Geetika Madaan; Amrinder Singh; Bhupinder Pal Singh Chahal; Arokiaraj David; Gurmeet Singh,2025,2025,,eng,1,IGI Global Scientific Publishing,
generative AI,/works/OL44607488W,Generative AI Applications and Intelligent Systems,Bahaa Eddine Elbaghazaoui; Mohamed Amnai; Noreddine Gherabi,2025,2025,,eng,5,IGI Global Scientific Publishing,
generative AI,/works/OL44609091W,Ai Confini Della Catastrofe,Kyla Stone,2025,2025,"Fiction, science fiction, general",eng; ita,2,Paper Moon Press,
generative AI,/works/OL44606144W,EmPower AI - Welcome to the Future of AI Power,Bill Ganz,2025,2025,"Fiction, general",eng,2,USA Book Services,
generative AI,/works/OL44607892W,Tomorrow Can't Wait,H. O. K. On Chan,2025,2025,"Fiction, general",eng,3,AHC SERVICE LLC,
generative AI,/works/OL44601898W,Understanding the Ethical Concerns of Generative AI,Heather Walters,2025,2025,,eng,6,"Cognella, Inc.",
generative AI,/works/OL44608044W,"Accelerating Logistics Through Generative AI, Digital Twins, and Autonomous Operations",Abdelrehim Awad; Dhafer Al Ahmari,2025,2025,,eng,5,IGI Global Scientific Publishing,
generative AI,/works/OL44616678W,Human Connection Beyond ATS,Amy Gies,2025,2025,"Fiction, general",eng,1,"Publishing, Mcmillan",
generative AI,/works/OL44609006W,K.A.R.E.N. 5.0,Paul Herd,2025,2025,"Fiction, science fiction, general; Fiction, romance, general",eng,2,PAH Publishing,
generative AI,/works/OL44606966W,Ai Confini Dell'oscurità,Kyla Stone,2025,2025,"Fiction, science fiction, general",ita,2,Paper Moon Press,
generative AI,/works/OL44609094W,Ai confini della follia,Kyla Stone,2025,2025,"Fiction, science fiction, general",ita,2,Paper Moon Press,
generative AI,/works/OL44581413W,Rethinking Education and Agency in the Age of Human-Generative AI Interaction,Aras Bozkurt,2025,2025,,eng,5,IGI Global Scientific Publishing,
generative AI,/works/OL44557108W,Practical Generative AI on AWS,Munish Dabra,2025,2025,,eng,1,BPB Publications,
generative AI,/works/OL44557071W,Lexical Profile of AI-Generated Content in Higher Education,Maurizio Gotti; David Hirsh,2025,2025,,eng,3,"Lang AG International Academic Publishers, Peter",
generative AI,/works/OL44561883W,"Generative AI Ethics, Privacy, and Security",Wrick Talukdar; Anjanava Biswas,2025,2025,,eng,1,BPB Publications,
generative AI,/works/OL44543862W,Transforming Teaching with Generative AI,Nick Gaspar; Tazin Daniels,2025,2025,,eng,2,"Wiley & Sons, Limited, John",
generative AI,/works/OL44556596W,Generative AI in African News Media,Trust Matsilele; Lungile A. Tshuma,2025,2025,,eng,2,Taylor & Francis Group,
generative AI,/works/OL44543860W,Using Amazon Bedrock,Renaldi Gondosubroto,2025,2025,,eng,3,"Wiley & Sons, Incorporated, John; Wiley & Sons, Limited, John",
generative AI,/works/OL44564187W,Generative AI and the Future of the Humanities,Dana J. Gavin,2025,2025,,eng,1,Palgrave Macmillan,
generative AI,/works/OL44563919W,Music and Sound Generation in the AI Era,Sølvi Ystad; Richard Kronland-Martinet; Tetsuro Kitahara; Keiji Hirata; Mitsuko Aramaki,2025,2025,,eng,1,Springer,
generative AI,/works/OL44558199W,"Generative AI and Large Language Models : Opportunities, Challenges, and Applications",Anis Koubaa; Adel Ammar; Lahouari Ghouti; Wadii Boulila; Bilel Benjdira,2025,2025,,eng,1,Springer,
generative AI,/works/OL44545326W,Generative AI Impact,Antonio Crupi; Luca Marinelli; Emanuele Cacciatore,2025,2025,,eng,3,Emerald Publishing Limited,
generative AI,/works/OL44560514W,Generative Knowledge,Paolo Granata,2025,2025,Science,eng,1,"Wiley & Sons, Limited, John",
generative AI,/works/OL44557768W,BiteSize Python for Absolute Beginners,Di Wu,2025,2025,,eng,2,Taylor & Francis Group,
generative AI,/works/OL44552799W,Narrative and Generative AI,Inderjeet Mani,2025,2025,,eng,1,Springer,
generative AI,/works/OL44553723W,Generative AI Security,Shaila Rana; Rhonda Chicone,2025,2025,,eng,1,"Wiley & Sons, Incorporated, John",
generative AI,/works/OL44556432W,Generative AI in Neurology,C. Kishor Kumar Reddy; Anindya Nag; Lavanya Pamulaparty; Mariya Ouaissa; Marlia Mohd Hanafiah,2025,2025,,eng,1,CRC Press LLC,
generative AI,/works/OL44550343W,Generative AI and Creativity,R. Elakkiya; Subramaniyaswamy V,2025,2025,,eng,2,CRC Press LLC,
generative AI,/works/OL44556237W,Generative AI for Personalized Learning,Rajesh Kumar Dhanaraj; Balasamy Krishnasamy; Umapriya Rajendran; Suganyadevi Sellappan; Rohan Jaikumar,2025,2025,Education,eng,3,Taylor & Francis Group,
generative AI,/works/OL44577961W,Modern Media Literacy,Tom Hallaq; Jacob Groshek,2025,2025,,eng,4,IGI Global Scientific Publishing,
generative AI,/works/OL44599576W,"AI, Lies and Murder",Everette Hall,2025,2025,"Fiction, mystery & detective, general; Fiction, general",eng,1,Everette Publications,
generative AI,/works/OL44600237W,Generative AI Design Patterns,Valliappa Lakshmanan; Hannes Hapke,2025,2025,,eng,1,"O'Reilly Media, Incorporated",
generative AI,/works/OL44600406W,Something about AI,Kelley Garcia,2025,2025,"Fiction, science fiction, general; Technology",eng,1,KELLEY GARCIA,
generative AI,/works/OL44595466W,Cracking the ATS Code,Amy Gies,2025,2025,"Fiction, general",eng,2,"Publishing, Mcmillan",
generative AI,/works/OL44602237W,Watching from Within,Daniel Lamonte,2025,2025,"Fiction, science fiction, general; Fiction, thrillers, general",eng,1,Kimber Books,
generative AI,/works/OL44577960W,Adapting Global Communication and Marketing Strategies to Generative AI,Albérico Travassos Rosário; Anna Carolina Boechat,2025,2025,,eng,5,IGI Global Scientific Publishing,
generative AI,/works/OL44597412W,Invisible Love,Agnes Green,2025,2025,"Fiction, romance, general; Fiction, visionary & metaphysical",eng,3,Kolos Books,
generative AI,/works/OL44579868W,Generative AI for Communications Systems,Diep N. Nguyen; Dinh Thai Hoang; Octavia A. Dobre; Dusit Niyato; Petar Popovski,2025,2025,,eng,1,"Wiley & Sons, Incorporated, John",
generative AI,/works/OL44578084W,Generative AI for Sign Language Recognition and Translation,Elakkiya Rajasekar,2025,2025,,eng,2,Institution of Engineering & Technology,
generative AI,/works/OL44564516W,In-Between - a Future with Generative AI,Jun Aoki,2025,2025,,eng,1,Lars Muller Publishers,
generative AI,/works/OL44550565W,Generative AI,Rohit Mahajan; Ritu M. Uberoy,2025,2025,,eng,2,Productivity Press,
generative AI,/works/OL42408051W,Creative Velocity,Leslie Grandy,2025,2025,,eng,3,"Wiley & Sons, Limited, John; Wiley & Sons, Incorporated, John",
generative AI,/works/OL44548297W,Generative AI for Software Developers,Saurabh Shrivastava; Kamal Arora; Ashutosh Dubey; Dhiraj Thakur; Sanjeet Sahay,2025,2025,,eng,1,"Packt Publishing, Limited",
generative AI,/works/OL42543023W,Rethinking Language Education in the Age of Generative AI,Zhongfeng Tian; Chaoran Wang,2025,2025,,eng,4,"Taylor & Francis Group; Routledge, Chapman & Hall, Incorporated",
generative AI,/works/OL44576993W,Generative AI Unleashed,Karthik Ramamurthy; Suganthi Kulanthaivelu; Thangavel Murugan; Shajina Anand,2025,2025,,eng,1,Institution of Engineering & Technology,
generative AI,/works/OL44578170W,AI-Driven Smart Healthcare,Ajay Pratap; Ram Narayan Yadav; Yashwant Singh Patel; Ali Ahmadian; Ashok Kumar Yadav,2025,2025,,eng,1,"Wiley & Sons, Incorporated, John",
generative AI,/works/OL44542920W,Project Management AI Handbook,Gustavo Vinueza; Prasad Kodukula; Guz Vinueza,2025,2025,Economics,eng,1,"Wiley & Sons, Limited, John",
generative AI,/works/OL44543526W,Mastering Enterprise Platform Engineering,Mark Peters; Gautham Pallapa; James Watters,2025,2025,,eng,1,"Packt Publishing, Limited",
generative AI,/works/OL44546121W,Multidisciplinary Movements in AI and Generative AI,Anna Visvizi; Krzysztof Koz&#322;owski; Igor Calzada; Orlando Troisi,2025,2025,,eng,1,"Elgar Publishing Limited, Edward",
generative AI,/works/OL44542418W,Visualizing Generative AI,Priyanka Vergadia; Valliappa Lakshmanan,2025,2025,,eng,1,"O'Reilly Media, Incorporated",
generative AI,/works/OL44544742W,Generative AI for Cybersecurity and Privacy,Youssef Baddi; Yassine Maleh; Izzat Alsmadi; Mohamed Lahby,2025,2025,,eng,1,Taylor & Francis Group,
generative AI,/works/OL44559234W,Generative AI in Research,Oluwaseun Kolade; Abiodun Egbetokun; Adebowale Owoseni,2025,2025,,eng,1,Palgrave Macmillan,
generative AI,/works/OL44553642W,"Generative Ai-Assisted Agile Course, Project-Based Teaching and Learning",Jijian Lu; Huifen Xu,2025,2025,,eng,1,"Routledge, Chapman & Hall, Incorporated",
generative AI,/works/OL44550664W,Exploring Generative AI with Computational Intelligence,Seifedine Kadry; Shubham Mahajan; Vishal Jain,2025,2025,,eng,2,CRC Press LLC,
generative AI,/works/OL44556559W,Prompt Engineering in the Enterprise - an Introduction,Daniel Koch; Andreas Kohne; Nils Brechbühler,2025,2025,,eng,1,Springer Fachmedien Wiesbaden GmbH,
generative AI,/works/OL44555570W,Navigating Generative AI in Higher Education,Soroush Sabbaghan,2025,2025,,eng,1,"Elgar Publishing Limited, Edward",
generative AI,/works/OL44547265W,Generative AI and Generative AI of Things for Sustainable Smart Cities,Simon Elias Bibri,2025,2025,,eng,2,Taylor & Francis Group,
generative AI,/works/OL44549057W,Build Financial Software with Generative AI (from Scratch),Chris Kardell,2025,2025,,eng,1,Manning Publications Co. LLC,
generative AI,/works/OL44554324W,How to Use Generative AI in Educational Research,Jasper Roe,2025,2025,,eng,3,Cambridge University Press,
generative AI,/works/OL44553394W,Practical Generative AI with ChatGPT,Valentina Alto,2025,2025,,eng,1,"de Gruyter GmbH, Walter",
generative AI,/works/OL44554133W,Generative AI in Neurodegenerative Disorders,Anindya Nag; Md Mehedi Hassan; Asif Karim; Kishor Kumar Reddy C,2025,2025,,eng,1,River Publishers,
generative AI,/works/OL44579403W,Impacts of AI-Generated Content on Brand Reputation,Zahid Hussain; Arman Khan; Uzir Hossain Uzir; Mohamad-Noor Salehhuddin Sharipudin; Ahmad Shaheen,2025,2025,,eng,5,IGI Global Scientific Publishing,
generative AI,/works/OL44497245W,IA Sans Bullshit 2026,Denis atlan,2025,2025,Intelligence Artificielle; IA Générative; ChatGPT; Claude AI; Gemini; Agents Autonomes; Deep Research; Prompt Engineering; Automatisation Business; Productivité; Transformation Digitale; Entrepreneuriat; PME; ETI; Lyon; France,,1,Auto,Lyon; France; Auvergne-Rhône-Alpes
generative AI,/works/OL42418440W,Application of Generative AI in Healthcare Systems,Azadeh Zamanifar; Miad Faezipour,2025,2025,,eng,1,Springer,
generative AI,/works/OL42394200W,Generative Analytics and AI,Paul Golding; Geoff McGrath,2025,2025,,eng,4,"Wiley & Sons, Limited, John; Wiley & Sons, Incorporated, John",
generative AI,/works/OL42394259W,AI in Legal Tech,Catherine Casey,2025,2025,,eng,4,"Wiley & Sons, Limited, John; Wiley & Sons, Incorporated, John",
generative AI,/works/OL42415879W,Cambridge Handbook of Generative AI and the Law,Mimi Zou; Cristina Poncibò; Martin Ebers; Ryan Calo,2025,2025,,eng,2,Cambridge University Press,
generative AI,/works/OL42459689W,G.A.I.A.,J. J. Wisdom,2025,2025,"Fiction, science fiction, general",eng,1,Transcendtopia Press,
generative AI,/works/OL42460079W,Marketer's Manual on Generative AI,John Suarez; Aaron Lyles,2025,2025,Business; Technology,eng,1,MarginMaven Publishing,
generative AI,/works/OL42450492W,Convergence of Internet of Medical Things (IoMT) and Generative AI,V. Vinoth Kumar; Polinpapilinho F. Katina; Jingyuan Zhao,2025,2025,,eng,5,IGI Global,
generative AI,/works/OL42561633W,Nebula Awards Showcase 58,Wole Talabi; John Wiswell; Ai Jiang; S. L. Huang; C. L. Polk,2025,2025,"Fiction, fantasy, general; Fiction, science fiction, general",eng,1,"Science Fiction & Fantasy Writers of America, Inc.",
generative AI,/works/OL42545700W,Generative AI in Computer Science Education,Diana Franklin; Paul Denny; David A. Gonzalez-Maldonado; Minh Tran,2025,2025,,eng,3,Cambridge University Press,
generative AI,/works/OL42435547W,¡Mi Reino Por un Caballo! Antología de Citas de William Shakespeare / My Kingdom for a Horse! an Anthology of Quotes by William Shakespeare,William Shakespeare; Ángel-Luis Pujante,2025,2025,,spa,1,Editorial Planeta Mexicana,
generative AI,/works/OL42541982W,Richard III,William Shakespeare,2025,2025,English literature,eng,1,Bloomsbury Publishing Plc,
generative AI,/works/OL44548133W,Complete Works of William Shakespeare,William Shakespeare,2025,2025,,eng,1,Arcturus Publishing,
generative AI,/works/OL44578667W,Sweet Love Remember'd,Roxanna Panufnik; William Shakespeare,2025,2025,,eng,1,Alfred Music,
generative AI,/works/OL44564393W,Twelfth Night,Georghia Ellinas; Jane Ray; William Shakespeare; England : 1996- ) Staff Globe Theatre (London,2025,2025,,eng,1,"Walker Books, Limited",
generative AI,/works/OL42407182W,The Histories,William Shakespeare,2025,2025,,eng,1,Flame Tree Publishing,
generative AI,/works/OL44548011W,Richard III,William Shakespeare,2025,2025,,eng,1,Sweet Cherry Publishing,
generative AI,/works/OL42398806W,William Shakespeare Complete Works the Comedies,William Shakespeare; Kiernan Ryan; John Heminges; Henry Condell,2025,2025,,eng,1,Flame Tree Publishing,
generative AI,/works/OL44598483W,Shakespeare's Sonnets (Signature Select Classics),William Shakespeare,2025,2025,,eng,1,Union Square Publishing,
generative AI,/works/OL45147514W,Building Generative AI Agents,Tom Taulli; Gaurav Deshmukh,2025,2025,Artificial intelligence,eng,1,Apress L. P.,
generative AI,/works/OL45148153W,AI Aesthetics,Jan-Noël Thon; Lukas R. A. Wilde,2025,2025,Aesthetics,eng,1,Taylor & Francis Group,
generative AI,/works/OL44563920W,Java for Programmers,Paul Deitel; Harvey Deitel,2025,2025,,eng,2,"Pearson Education, Limited",
generative AI,/works/OL45151301W,"Generators, Bots, and Tutors",Bosede Iyiade Edwards; Hassan Abuhassna; Damola Olugbade; Olayinka Anthony Ojo; Wan Ahmad Jaafar Wan Yahaya,2025,2025,Computer-assisted instruction; Human-computer interaction,eng,1,IGI Global Scientific Publishing,
generative AI,/works/OL45151581W,Exploring Generative AI for Collaborative Robots in Agriculture 6. 0,Kishor Kumar Reddy C.; Binju Saju; Asegul Hulus; Tatjana Sibalija; Haïfa Nakouri,2025,2025,Agriculture; Artificial intelligence; Robotics,eng,1,IGI Global Scientific Publishing,
generative AI,/works/OL45148433W,Enterprise Guide for Implementing Generative AI,Shakuntala Gupta Edward; Rahul Bhattacharya; Vikas Sinha,2025,2025,Artificial intelligence; Computer networks,eng,1,Apress L. P.,
generative AI,/works/OL45152197W,Fusion of Multimodal Generative AI and Blockchain Technology in Digital Media,G. Revathy; Arul Kumar Natarajan; Naresh Kshetri,2025,2025,Artificial intelligence; Blockchains (databases),eng,2,IGI Global Scientific Publishing,
